"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"9234" 24 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.48339098779661
"9235" 25 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.793266971230769
"9236" 26 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.639741264909091
"9237" 27 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.608544241568627
"9238" 28 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.587813565294118
"9239" 29 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.646198587755102
"9240" 30 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean" "Z" -0.737803881230769
"9241" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.288334735714286
"9242" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.271498721106383
"9243" 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.529059450612245
"9244" 4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.583917371333333
"9245" 5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.491979946170213
"9246" 6 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.283086205125
"9247" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.296494902765957
"9248" 8 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.0586096890447368
"9249" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.293677789595238
"9250" 10 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.240679035428947
"9251" 11 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.530225529130435
"9252" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.451614324565217
"9253" 13 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.276138039897872
"9254" 14 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.0248789805888889
"9255" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.345376541261905
"9256" 16 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.241974080021277
"9257" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.498668458043478
"9258" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.622135895090909
"9259" 19 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.0595905768717949
"9260" 20 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.356220245355556
"9261" 21 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.196838264546667
"9262" 22 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.419534253611111
"9263" 23 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" 0.157775692377778
"9264" 24 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.250000183381818
"9265" 25 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.686843959310345
"9266" 26 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.3601146078
"9267" 27 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.343626396295455
"9268" 28 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.365287434717391
"9269" 29 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.411173451875
"9270" 30 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean" "Z" -0.399688694032258
"9271" 1 "SITTING" "fBodyAccJerk" "mean" "Z" -0.986053092340425
"9272" 2 "SITTING" "fBodyAccJerk" "mean" "Z" -0.985129050217391
"9273" 3 "SITTING" "fBodyAccJerk" "mean" "Z" -0.970845669423077
"9274" 4 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9751549056
"9275" 5 "SITTING" "fBodyAccJerk" "mean" "Z" -0.969501330681818
"9276" 6 "SITTING" "fBodyAccJerk" "mean" "Z" -0.954199785636364
"9277" 7 "SITTING" "fBodyAccJerk" "mean" "Z" -0.968503504791667
"9278" 8 "SITTING" "fBodyAccJerk" "mean" "Z" -0.982995311086956
"9279" 9 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9575269752
"9280" 10 "SITTING" "fBodyAccJerk" "mean" "Z" -0.986056767777778
"9281" 11 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981124861320755
"9282" 12 "SITTING" "fBodyAccJerk" "mean" "Z" -0.975551564117647
"9283" 13 "SITTING" "fBodyAccJerk" "mean" "Z" -0.985261204693878
"9284" 14 "SITTING" "fBodyAccJerk" "mean" "Z" -0.97275196962963
"9285" 15 "SITTING" "fBodyAccJerk" "mean" "Z" -0.984908418474576
"9286" 16 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981178036811594
"9287" 17 "SITTING" "fBodyAccJerk" "mean" "Z" -0.9888280653125
"9288" 18 "SITTING" "fBodyAccJerk" "mean" "Z" -0.988689671578947
"9289" 19 "SITTING" "fBodyAccJerk" "mean" "Z" -0.98398048
"9290" 20 "SITTING" "fBodyAccJerk" "mean" "Z" -0.973211461363636
"9291" 21 "SITTING" "fBodyAccJerk" "mean" "Z" -0.983434322941176
"9292" 22 "SITTING" "fBodyAccJerk" "mean" "Z" -0.975330718709677
"9293" 23 "SITTING" "fBodyAccJerk" "mean" "Z" -0.972656226029412
"9294" 24 "SITTING" "fBodyAccJerk" "mean" "Z" -0.981971300147059
"9295" 25 "SITTING" "fBodyAccJerk" "mean" "Z" -0.986326396461538
"9296" 26 "SITTING" "fBodyAccJerk" "mean" "Z" -0.987989982948718
"9297" 27 "SITTING" "fBodyAccJerk" "mean" "Z" -0.987087721142857
"9298" 28 "SITTING" "fBodyAccJerk" "mean" "Z" -0.972939551944444
"9299" 29 "SITTING" "fBodyAccJerk" "mean" "Z" -0.988470241
"9300" 30 "SITTING" "fBodyAccJerk" "mean" "Z" -0.985978315322581
"9301" 1 "STANDING" "fBodyAccJerk" "mean" "Z" -0.990752166037736
"9302" 2 "STANDING" "fBodyAccJerk" "mean" "Z" -0.979775152037037
"9303" 3 "STANDING" "fBodyAccJerk" "mean" "Z" -0.969174903442623
"9304" 4 "STANDING" "fBodyAccJerk" "mean" "Z" -0.968648411607143
"9305" 5 "STANDING" "fBodyAccJerk" "mean" "Z" -0.958438726607143
"9306" 6 "STANDING" "fBodyAccJerk" "mean" "Z" -0.963743518070175
"9307" 7 "STANDING" "fBodyAccJerk" "mean" "Z" -0.968229643018868
"9308" 8 "STANDING" "fBodyAccJerk" "mean" "Z" -0.979477193333333
"9309" 9 "STANDING" "fBodyAccJerk" "mean" "Z" -0.967129200444444
"9310" 10 "STANDING" "fBodyAccJerk" "mean" "Z" -0.972241512272727
"9311" 11 "STANDING" "fBodyAccJerk" "mean" "Z" -0.988460788085106
"9312" 12 "STANDING" "fBodyAccJerk" "mean" "Z" -0.971122527868852
"9313" 13 "STANDING" "fBodyAccJerk" "mean" "Z" -0.98460855877193
"9314" 14 "STANDING" "fBodyAccJerk" "mean" "Z" -0.966718434333333
"9315" 15 "STANDING" "fBodyAccJerk" "mean" "Z" -0.982632302830189
"9316" 16 "STANDING" "fBodyAccJerk" "mean" "Z" -0.986091891538462
"9317" 17 "STANDING" "fBodyAccJerk" "mean" "Z" -0.989563633076923
"9318" 18 "STANDING" "fBodyAccJerk" "mean" "Z" -0.986265653561644
"9319" 19 "STANDING" "fBodyAccJerk" "mean" "Z" -0.983463295479452
"9320" 20 "STANDING" "fBodyAccJerk" "mean" "Z" -0.952741107945206
"9321" 21 "STANDING" "fBodyAccJerk" "mean" "Z" -0.974780645393258
"9322" 22 "STANDING" "fBodyAccJerk" "mean" "Z" -0.977567430952381
"9323" 23 "STANDING" "fBodyAccJerk" "mean" "Z" -0.969610229705882
"9324" 24 "STANDING" "fBodyAccJerk" "mean" "Z" -0.974170468405797
"9325" 25 "STANDING" "fBodyAccJerk" "mean" "Z" -0.984832251216216
"9326" 26 "STANDING" "fBodyAccJerk" "mean" "Z" -0.984563921216216
"9327" 27 "STANDING" "fBodyAccJerk" "mean" "Z" -0.9851113755
"9328" 28 "STANDING" "fBodyAccJerk" "mean" "Z" -0.964751238734177
"9329" 29 "STANDING" "fBodyAccJerk" "mean" "Z" -0.988541579384615
"9330" 30 "STANDING" "fBodyAccJerk" "mean" "Z" -0.962892627966102
"9331" 1 "LAYING" "fBodyAccJerk" "mean" "Z" -0.9480609042
"9332" 2 "LAYING" "fBodyAccJerk" "mean" "Z" -0.986197134583333
"9333" 3 "LAYING" "fBodyAccJerk" "mean" "Z" -0.979122344354839
"9334" 4 "LAYING" "fBodyAccJerk" "mean" "Z" -0.975383329444444
"9335" 5 "LAYING" "fBodyAccJerk" "mean" "Z" -0.983250309423077
"9336" 6 "LAYING" "fBodyAccJerk" "mean" "Z" -0.954425844736842
"9337" 7 "LAYING" "fBodyAccJerk" "mean" "Z" -0.969524977692308
"9338" 8 "LAYING" "fBodyAccJerk" "mean" "Z" -0.962111136666667
"9339" 9 "LAYING" "fBodyAccJerk" "mean" "Z" -0.955909215
"9340" 10 "LAYING" "fBodyAccJerk" "mean" "Z" -0.972592212931034
"9341" 11 "LAYING" "fBodyAccJerk" "mean" "Z" -0.979564844210526
"9342" 12 "LAYING" "fBodyAccJerk" "mean" "Z" -0.967149695166667
"9343" 13 "LAYING" "fBodyAccJerk" "mean" "Z" -0.980994601935484
"9344" 14 "LAYING" "fBodyAccJerk" "mean" "Z" -0.968593195686275
"9345" 15 "LAYING" "fBodyAccJerk" "mean" "Z" -0.97477568375
"9346" 16 "LAYING" "fBodyAccJerk" "mean" "Z" -0.985544945285714
"9347" 17 "LAYING" "fBodyAccJerk" "mean" "Z" -0.98038005915493
"9348" 18 "LAYING" "fBodyAccJerk" "mean" "Z" -0.989116865846154
"9349" 19 "LAYING" "fBodyAccJerk" "mean" "Z" -0.986506488795181
"9350" 20 "LAYING" "fBodyAccJerk" "mean" "Z" -0.982876212058823
"9351" 21 "LAYING" "fBodyAccJerk" "mean" "Z" -0.981630805333333
"9352" 22 "LAYING" "fBodyAccJerk" "mean" "Z" -0.970918941666667
"9353" 23 "LAYING" "fBodyAccJerk" "mean" "Z" -0.982415511805556
"9354" 24 "LAYING" "fBodyAccJerk" "mean" "Z" -0.981549689583333
"9355" 25 "LAYING" "fBodyAccJerk" "mean" "Z" -0.962632674520548
"9356" 26 "LAYING" "fBodyAccJerk" "mean" "Z" -0.987308252236842
"9357" 27 "LAYING" "fBodyAccJerk" "mean" "Z" -0.988033129054054
"9358" 28 "LAYING" "fBodyAccJerk" "mean" "Z" -0.970251565375
"9359" 29 "LAYING" "fBodyAccJerk" "mean" "Z" -0.992018447826087
"9360" 30 "LAYING" "fBodyAccJerk" "mean" "Z" -0.975632420428571
"9361" 1 "WALKING" "fBodyGyro" "mean" "Z" -0.255940940315789
"9362" 2 "WALKING" "fBodyGyro" "mean" "Z" -0.396659907457627
"9363" 3 "WALKING" "fBodyGyro" "mean" "Z" -0.418126217413793
"9364" 4 "WALKING" "fBodyGyro" "mean" "Z" -0.601381129166667
"9365" 5 "WALKING" "fBodyGyro" "mean" "Z" -0.213127031035714
"9366" 6 "WALKING" "fBodyGyro" "mean" "Z" -0.203575458733333
"9367" 7 "WALKING" "fBodyGyro" "mean" "Z" -0.366733617894737
"9368" 8 "WALKING" "fBodyGyro" "mean" "Z" -0.132902199479167
"9369" 9 "WALKING" "fBodyGyro" "mean" "Z" -0.240222512134615
"9370" 10 "WALKING" "fBodyGyro" "mean" "Z" -0.108530029881132
"9371" 11 "WALKING" "fBodyGyro" "mean" "Z" -0.398293336610169
"9372" 12 "WALKING" "fBodyGyro" "mean" "Z" -0.31728248436
"9373" 13 "WALKING" "fBodyGyro" "mean" "Z" -0.276607954736842
"9374" 14 "WALKING" "fBodyGyro" "mean" "Z" -0.212925759152542
"9375" 15 "WALKING" "fBodyGyro" "mean" "Z" -0.461464065555556
"9376" 16 "WALKING" "fBodyGyro" "mean" "Z" -0.432885310980392
"9377" 17 "WALKING" "fBodyGyro" "mean" "Z" -0.398809217540984
"9378" 18 "WALKING" "fBodyGyro" "mean" "Z" -0.538152344821429
"9379" 19 "WALKING" "fBodyGyro" "mean" "Z" -0.01050470716
"9380" 20 "WALKING" "fBodyGyro" "mean" "Z" -0.108892495684314
"9381" 21 "WALKING" "fBodyGyro" "mean" "Z" -0.283262474865385
"9382" 22 "WALKING" "fBodyGyro" "mean" "Z" -0.083501182326087
"9383" 23 "WALKING" "fBodyGyro" "mean" "Z" -0.194970369294915
"9384" 24 "WALKING" "fBodyGyro" "mean" "Z" -0.39144792137931
"9385" 25 "WALKING" "fBodyGyro" "mean" "Z" -0.561322950945946
"9386" 26 "WALKING" "fBodyGyro" "mean" "Z" -0.318516813050847
"9387" 27 "WALKING" "fBodyGyro" "mean" "Z" -0.318182379824561
"9388" 28 "WALKING" "fBodyGyro" "mean" "Z" -0.255029045018519
"9389" 29 "WALKING" "fBodyGyro" "mean" "Z" -0.397277495471698
"9390" 30 "WALKING" "fBodyGyro" "mean" "Z" -0.247350343692308
"9391" 1 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.453597213018868
"9392" 2 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.248601122
"9393" 3 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.431503361525424
"9394" 4 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.350765737115385
"9395" 5 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.139801393244681
"9396" 6 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.0464142110215686
"9397" 7 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.408150266666667
"9398" 8 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" 0.16597418695122
"9399" 9 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.327698671183673
"9400" 10 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.262763367170213
"9401" 11 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.674671878518519
"9402" 12 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.406080936346154
"9403" 13 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.255338945927273
"9404" 14 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" 0.196703218737037
"9405" 15 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.485701745833333
"9406" 16 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.492427493529412
"9407" 17 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.324273713333333
"9408" 18 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.504364096896552
"9409" 19 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.06612935167
"9410" 20 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" 0.115076640798039
"9411" 21 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.155762354829787
"9412" 22 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.199313066142857
"9413" 23 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.163001294113725
"9414" 24 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.372182912033898
"9415" 25 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.575169715692308
"9416" 26 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.342703926363636
"9417" 27 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.400528455490196
"9418" 28 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.318210999529412
"9419" 29 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.34170013244898
"9420" 30 "WALKING_UPSTAIRS" "fBodyGyro" "mean" "Z" -0.318937001538462
"9421" 1 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.0318694271979592
"9422" 2 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.0874944736085106
"9423" 3 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.302866461179592
"9424" 4 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.318306481022222
"9425" 5 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.034175027916383
"9426" 6 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.15284524938125
"9427" 7 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.299600267680851
"9428" 8 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.0277498065176316
"9429" 9 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.250686586719048
"9430" 10 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.0391366814342105
"9431" 11 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.273459111956522
"9432" 12 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.212767364326087
"9433" 13 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.212906662531915
"9434" 14 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.492414379822222
"9435" 15 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.18319480152381
"9436" 16 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.375000625531915
"9437" 17 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.403380386086957
"9438" 18 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.447030699454545
"9439" 19 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.210673073192308
"9440" 20 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" 0.257037841093333
"9441" 21 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.238221682666667
"9442" 22 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.194915698805556
"9443" 23 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.141266888477778
"9444" 24 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.396286646363636
"9445" 25 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.410311447586207
"9446" 26 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.22138882542
"9447" 27 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.144904904113636
"9448" 28 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.184392337071739
"9449" 29 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.199225894479167
"9450" 30 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean" "Z" -0.263720763854839
"9451" 1 "SITTING" "fBodyGyro" "mean" "Z" -0.951315544468085
"9452" 2 "SITTING" "fBodyGyro" "mean" "Z" -0.959814822391304
"9453" 3 "SITTING" "fBodyGyro" "mean" "Z" -0.934967958846154
"9454" 4 "SITTING" "fBodyGyro" "mean" "Z" -0.9337768922
"9455" 5 "SITTING" "fBodyGyro" "mean" "Z" -0.938003425909091
"9456" 6 "SITTING" "fBodyGyro" "mean" "Z" -0.934764895454545
"9457" 7 "SITTING" "fBodyGyro" "mean" "Z" -0.9474199325
"9458" 8 "SITTING" "fBodyGyro" "mean" "Z" -0.961798676956522
"9459" 9 "SITTING" "fBodyGyro" "mean" "Z" -0.940312313
"9460" 10 "SITTING" "fBodyGyro" "mean" "Z" -0.96539546962963
"9461" 11 "SITTING" "fBodyGyro" "mean" "Z" -0.954453821132075
"9462" 12 "SITTING" "fBodyGyro" "mean" "Z" -0.955718183921569
"9463" 13 "SITTING" "fBodyGyro" "mean" "Z" -0.968384415510204
"9464" 14 "SITTING" "fBodyGyro" "mean" "Z" -0.957020858888889
"9465" 15 "SITTING" "fBodyGyro" "mean" "Z" -0.966731518305085
"9466" 16 "SITTING" "fBodyGyro" "mean" "Z" -0.960058264057971
"9467" 17 "SITTING" "fBodyGyro" "mean" "Z" -0.98161709828125
"9468" 18 "SITTING" "fBodyGyro" "mean" "Z" -0.983027386491228
"9469" 19 "SITTING" "fBodyGyro" "mean" "Z" -0.968235777945205
"9470" 20 "SITTING" "fBodyGyro" "mean" "Z" -0.950963363939394
"9471" 21 "SITTING" "fBodyGyro" "mean" "Z" -0.976839728941176
"9472" 22 "SITTING" "fBodyGyro" "mean" "Z" -0.948367052258065
"9473" 23 "SITTING" "fBodyGyro" "mean" "Z" -0.965428833529412
"9474" 24 "SITTING" "fBodyGyro" "mean" "Z" -0.974686891029412
"9475" 25 "SITTING" "fBodyGyro" "mean" "Z" -0.975805890153846
"9476" 26 "SITTING" "fBodyGyro" "mean" "Z" -0.970423693717949
"9477" 27 "SITTING" "fBodyGyro" "mean" "Z" -0.976848134285714
"9478" 28 "SITTING" "fBodyGyro" "mean" "Z" -0.954180279027778
"9479" 29 "SITTING" "fBodyGyro" "mean" "Z" -0.9739335945
"9480" 30 "SITTING" "fBodyGyro" "mean" "Z" -0.961177109516129
"9481" 1 "STANDING" "fBodyGyro" "mean" "Z" -0.980773122830189
"9482" 2 "STANDING" "fBodyGyro" "mean" "Z" -0.960627696111111
"9483" 3 "STANDING" "fBodyGyro" "mean" "Z" -0.916172537704918
"9484" 4 "STANDING" "fBodyGyro" "mean" "Z" -0.915280955357143
"9485" 5 "STANDING" "fBodyGyro" "mean" "Z" -0.907190836607143
"9486" 6 "STANDING" "fBodyGyro" "mean" "Z" -0.943239602105263
"9487" 7 "STANDING" "fBodyGyro" "mean" "Z" -0.957165056226415
"9488" 8 "STANDING" "fBodyGyro" "mean" "Z" -0.975512276666667
"9489" 9 "STANDING" "fBodyGyro" "mean" "Z" -0.941510336
"9490" 10 "STANDING" "fBodyGyro" "mean" "Z" -0.950915730909091
"9491" 11 "STANDING" "fBodyGyro" "mean" "Z" -0.980762968085106
"9492" 12 "STANDING" "fBodyGyro" "mean" "Z" -0.95260195295082
"9493" 13 "STANDING" "fBodyGyro" "mean" "Z" -0.974394378070175
"9494" 14 "STANDING" "fBodyGyro" "mean" "Z" -0.950999877833333
"9495" 15 "STANDING" "fBodyGyro" "mean" "Z" -0.96826485509434
"9496" 16 "STANDING" "fBodyGyro" "mean" "Z" -0.98363927
"9497" 17 "STANDING" "fBodyGyro" "mean" "Z" -0.985954978205128
"9498" 18 "STANDING" "fBodyGyro" "mean" "Z" -0.974294413013699
"9499" 19 "STANDING" "fBodyGyro" "mean" "Z" -0.965100636164384
"9500" 20 "STANDING" "fBodyGyro" "mean" "Z" -0.911409911643836
"9501" 21 "STANDING" "fBodyGyro" "mean" "Z" -0.959432562359551
"9502" 22 "STANDING" "fBodyGyro" "mean" "Z" -0.962327765238095
"9503" 23 "STANDING" "fBodyGyro" "mean" "Z" -0.967939565
"9504" 24 "STANDING" "fBodyGyro" "mean" "Z" -0.970133388405797
"9505" 25 "STANDING" "fBodyGyro" "mean" "Z" -0.970456862567568
"9506" 26 "STANDING" "fBodyGyro" "mean" "Z" -0.974459323783784
"9507" 27 "STANDING" "fBodyGyro" "mean" "Z" -0.980862493125
"9508" 28 "STANDING" "fBodyGyro" "mean" "Z" -0.926655192405063
"9509" 29 "STANDING" "fBodyGyro" "mean" "Z" -0.983654714461538
"9510" 30 "STANDING" "fBodyGyro" "mean" "Z" -0.937798124576271
"9511" 1 "LAYING" "fBodyGyro" "mean" "Z" -0.909302721
"9512" 2 "LAYING" "fBodyGyro" "mean" "Z" -0.9626718875
"9513" 3 "LAYING" "fBodyGyro" "mean" "Z" -0.962341960806452
"9514" 4 "LAYING" "fBodyGyro" "mean" "Z" -0.961479262592593
"9515" 5 "LAYING" "fBodyGyro" "mean" "Z" -0.963202948461538
"9516" 6 "LAYING" "fBodyGyro" "mean" "Z" -0.932636612807018
"9517" 7 "LAYING" "fBodyGyro" "mean" "Z" -0.956905310961538
"9518" 8 "LAYING" "fBodyGyro" "mean" "Z" -0.967461239074074
"9519" 9 "LAYING" "fBodyGyro" "mean" "Z" -0.9598150092
"9520" 10 "LAYING" "fBodyGyro" "mean" "Z" -0.969755777241379
"9521" 11 "LAYING" "fBodyGyro" "mean" "Z" -0.961434420701754
"9522" 12 "LAYING" "fBodyGyro" "mean" "Z" -0.9456732415
"9523" 13 "LAYING" "fBodyGyro" "mean" "Z" -0.969126880322581
"9524" 14 "LAYING" "fBodyGyro" "mean" "Z" -0.949107162941176
"9525" 15 "LAYING" "fBodyGyro" "mean" "Z" -0.958190099861111
"9526" 16 "LAYING" "fBodyGyro" "mean" "Z" -0.985957788
"9527" 17 "LAYING" "fBodyGyro" "mean" "Z" -0.976164852112676
"9528" 18 "LAYING" "fBodyGyro" "mean" "Z" -0.984999291538462
"9529" 19 "LAYING" "fBodyGyro" "mean" "Z" -0.97393233253012
"9530" 20 "LAYING" "fBodyGyro" "mean" "Z" -0.972278603529412
"9531" 21 "LAYING" "fBodyGyro" "mean" "Z" -0.980811216111111
"9532" 22 "LAYING" "fBodyGyro" "mean" "Z" -0.942570240416667
"9533" 23 "LAYING" "fBodyGyro" "mean" "Z" -0.984238807777778
"9534" 24 "LAYING" "fBodyGyro" "mean" "Z" -0.981093036111111
"9535" 25 "LAYING" "fBodyGyro" "mean" "Z" -0.924536860547945
"9536" 26 "LAYING" "fBodyGyro" "mean" "Z" -0.970171219605263
"9537" 27 "LAYING" "fBodyGyro" "mean" "Z" -0.979202019189189
"9538" 28 "LAYING" "fBodyGyro" "mean" "Z" -0.961164844875
"9539" 29 "LAYING" "fBodyGyro" "mean" "Z" -0.976184322608696
"9540" 30 "LAYING" "fBodyGyro" "mean" "Z" -0.967577361142857
"9541" 1 "WALKING" "tBodyAcc" "mean" "Z" -0.111148103547368
"9542" 2 "WALKING" "tBodyAcc" "mean" "Z" -0.105500357966102
"9543" 3 "WALKING" "tBodyAcc" "mean" "Z" -0.112674859827586
"9544" 4 "WALKING" "tBodyAcc" "mean" "Z" -0.11140306485
"9545" 5 "WALKING" "tBodyAcc" "mean" "Z" -0.107741776464286
"9546" 6 "WALKING" "tBodyAcc" "mean" "Z" -0.110303165877193
"9547" 7 "WALKING" "tBodyAcc" "mean" "Z" -0.110912234947368
"9548" 8 "WALKING" "tBodyAcc" "mean" "Z" -0.107252090833333
"9549" 9 "WALKING" "tBodyAcc" "mean" "Z" -0.110820512307692
"9550" 10 "WALKING" "tBodyAcc" "mean" "Z" -0.109057512132075
"9551" 11 "WALKING" "tBodyAcc" "mean" "Z" -0.106096304033898
"9552" 12 "WALKING" "tBodyAcc" "mean" "Z" -0.10316110632
"9553" 13 "WALKING" "tBodyAcc" "mean" "Z" -0.111431456192982
"9554" 14 "WALKING" "tBodyAcc" "mean" "Z" -0.106756369135593
"9555" 15 "WALKING" "tBodyAcc" "mean" "Z" -0.107621819518519
"9556" 16 "WALKING" "tBodyAcc" "mean" "Z" -0.108804049803922
"9557" 17 "WALKING" "tBodyAcc" "mean" "Z" -0.109792122032787
"9558" 18 "WALKING" "tBodyAcc" "mean" "Z" -0.104218315464286
"9559" 19 "WALKING" "tBodyAcc" "mean" "Z" -0.122736673192308
"9560" 20 "WALKING" "tBodyAcc" "mean" "Z" -0.113539477098039
